threshold,precision,recall,f1
20.0,0.1999999900000005,0.799999840000032,0.3199996544002932
20.80808080808081,0.2222222098765439,0.799999840000032,0.34782571644643245
21.616161616161616,0.2222222098765439,0.799999840000032,0.34782571644643245
22.424242424242426,0.2222222098765439,0.799999840000032,0.34782571644643245
23.232323232323232,0.2222222098765439,0.799999840000032,0.34782571644643245
24.04040404040404,0.23529410380622917,0.799999840000032,0.3636359793391582
24.848484848484848,0.24999998437500096,0.799999840000032,0.3809519818597333
25.656565656565657,0.24999998437500096,0.799999840000032,0.3809519818597333
26.464646464646464,0.24999998437500096,0.799999840000032,0.3809519818597333
27.272727272727273,0.24999998437500096,0.799999840000032,0.3809519818597333
28.080808080808083,0.24999998437500096,0.799999840000032,0.3809519818597333
28.88888888888889,0.2666666488888901,0.799999840000032,0.39999958500033056
29.696969696969695,0.2666666488888901,0.799999840000032,0.39999958500033056
30.505050505050505,0.2666666488888901,0.799999840000032,0.39999958500033056
31.313131313131315,0.3076922840236705,0.799999840000032,0.4444439938275063
32.121212121212125,0.3076922840236705,0.799999840000032,0.4444439938275063
32.92929292929293,0.3333333055555579,0.799999840000032,0.47058776470623537
33.73737373737374,0.3333333055555579,0.799999840000032,0.47058776470623537
34.54545454545455,0.3636363305785154,0.799999840000032,0.49999950781285957
35.35353535353535,0.39999996000000404,0.799999840000032,0.5333328177781429
36.161616161616166,0.4999999375000079,0.799999840000032,0.6153840473376487
36.96969696969697,0.4999999375000079,0.799999840000032,0.6153840473376487
37.77777777777778,0.4999999375000079,0.799999840000032,0.6153840473376487
38.58585858585859,0.4999999375000079,0.799999840000032,0.6153840473376487
39.39393939393939,0.4999999375000079,0.799999840000032,0.6153840473376487
40.2020202020202,0.4999999375000079,0.799999840000032,0.6153840473376487
41.01010101010101,0.57142848979593,0.799999840000032,0.6666660694448128
41.81818181818181,0.57142848979593,0.799999840000032,0.6666660694448128
42.62626262626263,0.57142848979593,0.799999840000032,0.6666660694448128
43.43434343434343,0.57142848979593,0.799999840000032,0.6666660694448128
44.24242424242424,0.57142848979593,0.799999840000032,0.6666660694448128
45.05050505050505,0.57142848979593,0.799999840000032,0.6666660694448128
45.858585858585855,0.57142848979593,0.799999840000032,0.6666660694448128
46.66666666666667,0.57142848979593,0.799999840000032,0.6666660694448128
47.474747474747474,0.57142848979593,0.799999840000032,0.6666660694448128
48.282828282828284,0.49999991666668053,0.599999880000024,0.5454539504136905
49.09090909090909,0.49999991666668053,0.599999880000024,0.5454539504136905
49.898989898989896,0.49999991666668053,0.599999880000024,0.5454539504136905
50.707070707070706,0.599999880000024,0.599999880000024,0.5999993800004407
51.515151515151516,0.599999880000024,0.599999880000024,0.5999993800004407
52.323232323232325,0.599999880000024,0.599999880000024,0.5999993800004407
53.13131313131313,0.599999880000024,0.599999880000024,0.5999993800004407
53.93939393939394,0.599999880000024,0.599999880000024,0.5999993800004407
54.74747474747475,0.7499998125000469,0.599999880000024,0.666666024691754
55.55555555555556,0.9999996666667778,0.599999880000024,0.7499993437503243
56.36363636363636,0.9999996666667778,0.599999880000024,0.7499993437503243
57.17171717171717,0.9999996666667778,0.599999880000024,0.7499993437503243
57.97979797979798,0.9999996666667778,0.599999880000024,0.7499993437503243
58.78787878787879,0.99999950000025,0.399999920000016,0.5714280000002858
59.5959595959596,0.99999950000025,0.399999920000016,0.5714280000002858
60.4040404040404,0.99999950000025,0.399999920000016,0.5714280000002858
61.21212121212121,0.99999950000025,0.399999920000016,0.5714280000002858
62.02020202020202,0.99999950000025,0.399999920000016,0.5714280000002858
62.82828282828283,0.99999950000025,0.399999920000016,0.5714280000002858
63.63636363636363,0.99999950000025,0.399999920000016,0.5714280000002858
64.44444444444444,0.99999950000025,0.399999920000016,0.5714280000002858
65.25252525252526,0.99999950000025,0.399999920000016,0.5714280000002858
66.06060606060606,0.99999950000025,0.399999920000016,0.5714280000002858
66.86868686868686,0.99999950000025,0.399999920000016,0.5714280000002858
67.67676767676767,0.9999990000010001,0.199999960000008,0.33333294444456485
68.48484848484848,0.9999990000010001,0.199999960000008,0.33333294444456485
69.2929292929293,0.9999990000010001,0.199999960000008,0.33333294444456485
70.1010101010101,0.9999990000010001,0.199999960000008,0.33333294444456485
70.9090909090909,0.9999990000010001,0.199999960000008,0.33333294444456485
71.71717171717171,0.9999990000010001,0.199999960000008,0.33333294444456485
72.52525252525253,0.9999990000010001,0.199999960000008,0.33333294444456485
73.33333333333334,0.9999990000010001,0.199999960000008,0.33333294444456485
74.14141414141415,0.9999990000010001,0.199999960000008,0.33333294444456485
74.94949494949495,0.9999990000010001,0.199999960000008,0.33333294444456485
75.75757575757575,0.9999990000010001,0.199999960000008,0.33333294444456485
76.56565656565657,0.9999990000010001,0.199999960000008,0.33333294444456485
77.37373737373737,0.9999990000010001,0.199999960000008,0.33333294444456485
78.18181818181819,0.9999990000010001,0.199999960000008,0.33333294444456485
78.98989898989899,0.9999990000010001,0.199999960000008,0.33333294444456485
79.79797979797979,0.9999990000010001,0.199999960000008,0.33333294444456485
80.6060606060606,0.9999990000010001,0.199999960000008,0.33333294444456485
81.41414141414141,0.9999990000010001,0.199999960000008,0.33333294444456485
82.22222222222223,0.9999990000010001,0.199999960000008,0.33333294444456485
83.03030303030303,0.9999990000010001,0.199999960000008,0.33333294444456485
83.83838383838383,0.9999990000010001,0.199999960000008,0.33333294444456485
84.64646464646465,0.9999990000010001,0.199999960000008,0.33333294444456485
85.45454545454545,0.9999990000010001,0.199999960000008,0.33333294444456485
86.26262626262626,0.9999990000010001,0.199999960000008,0.33333294444456485
87.07070707070707,0.9999990000010001,0.199999960000008,0.33333294444456485
87.87878787878788,0.9999990000010001,0.199999960000008,0.33333294444456485
88.68686868686869,0.9999990000010001,0.199999960000008,0.33333294444456485
89.4949494949495,0.9999990000010001,0.199999960000008,0.33333294444456485
90.3030303030303,0.9999990000010001,0.199999960000008,0.33333294444456485
91.11111111111111,0.9999990000010001,0.199999960000008,0.33333294444456485
91.91919191919192,0.9999990000010001,0.199999960000008,0.33333294444456485
92.72727272727272,0.9999990000010001,0.199999960000008,0.33333294444456485
93.53535353535354,0.9999990000010001,0.199999960000008,0.33333294444456485
94.34343434343434,0.9999990000010001,0.199999960000008,0.33333294444456485
95.15151515151516,0.9999990000010001,0.199999960000008,0.33333294444456485
95.95959595959596,0.9999990000010001,0.199999960000008,0.33333294444456485
96.76767676767676,0.9999990000010001,0.199999960000008,0.33333294444456485
97.57575757575758,0.9999990000010001,0.199999960000008,0.33333294444456485
98.38383838383838,0.9999990000010001,0.199999960000008,0.33333294444456485
99.1919191919192,0.9999990000010001,0.199999960000008,0.33333294444456485
100.0,0.9999990000010001,0.199999960000008,0.33333294444456485
